CODIGO DANE,DEPARTAMENTO,MUNICIPIO,POBLACION TOTAL,HOMICIDIO TOTAL,TASA MUNICIPAL
11001,"Bogotá, D.C.","Bogotá, D.C.",7918660,1214,15.330876688732689
76001,Valle del Cauca,Cali,2280171,950,41.66354190102409
08001,Atlántico,Barranquilla,1279120,493,38.54212270936269
13001,Bolívar,Cartagena de Indias,1010408,381,37.707539924466154
05001,Antioquia,Medellín,2524747,309,12.238850070917998
54001,Norte de Santander,San José de Cúcuta,790984,291,36.78961900619987
08758,Atlántico,Soledad,710269,248,34.91634859468736
47001,Magdalena,Santa Marta,574486,198,34.465591850802284
25754,Cundinamarca,Soacha,842579,181,21.481665220709274
68081,Santander,Barrancabermeja,226559,162,71.50455289792063
76520,Valle del Cauca,Palmira,378446,151,39.90001215497059
66001,Risaralda,Pereira,486042,149,30.655786948453017
27001,Chocó,Quibdó,140076,143,102.08743824780832
68001,Santander,Bucaramanga,615463,131,21.284788850020227
19698,Cauca,Santander de Quilichao,126198,127,100.6355092790694
20001,Cesar,Valledupar,601259,123,20.457074239221367
50001,Meta,Villavicencio,579176,122,21.064408746218763
76364,Valle del Cauca,Jamundí,189878,119,62.671820853390074
44001,La Guajira,Riohacha,209292,113,53.991552472144186
76147,Valle del Cauca,Cartago,142792,107,74.93416998151157
47189,Magdalena,Ciénaga,136851,96,70.14928645022688
76834,Valle del Cauca,Tuluá,224250,92,41.02564102564102
76111,Valle del Cauca,Guadalajara de Buga,132138,85,64.32668876477622
41001,Huila,Neiva,396442,83,20.93622774579888
76109,Valle del Cauca,Buenaventura,328686,79,24.035097326932085
08433,Atlántico,Malambo,149019,77,51.6712633959428
73001,Tolima,Ibagué,552035,77,13.948390953472153
47980,Magdalena,Zona Bananera,79037,76,96.15749585637107
05154,Antioquia,Caucasia,93572,75,80.15218227674946
23001,Córdoba,Montería,563597,72,12.77508574389147
41551,Huila,Pitalito,140776,71,50.434733193157925
63001,Quindío,Armenia,305676,69,22.572920347034113
81794,Arauca,Tame,46068,65,141.0957714682643
19001,Cauca,Popayán,348444,60,17.219409718634846
52835,Nariño,San Andrés de Tumaco,272306,58,21.299567398441457
76130,Valle del Cauca,Candelaria,110619,57,51.528218479646355
70001,Sucre,Sincelejo,319888,57,17.818736557795226
66170,Risaralda,Dosquebradas,240061,55,22.91084349394529
19050,Cauca,Argelia,27464,55,200.26216137489075
76563,Valle del Cauca,Pradera,49776,53,106.47701703632272
54874,Norte de Santander,Villa del Rosario,123460,52,42.11890490847238
76275,Valle del Cauca,Florida,57543,52,90.36720365639609
05604,Antioquia,Remedios,32457,50,154.04997381150443
05088,Antioquia,Bello,593344,50,8.426814798835077
81065,Arauca,Arauquita,53319,47,88.14868996042686
68276,Santander,Floridablanca,312530,46,14.718587015646499
05736,Antioquia,Segovia,39116,45,115.04243787708354
76892,Valle del Cauca,Yumbo,114676,44,38.36896996756078
19532,Cauca,Patía,38915,44,113.06694076834125
19573,Cauca,Puerto Tejada,43471,44,101.21690322283821
76041,Valle del Cauca,Ansermanuevo,17894,43,240.3040125181625
86568,Putumayo,Puerto Asís,71540,43,60.10623427453174
19212,Cauca,Corinto,27157,42,154.65625805501344
47288,Magdalena,Fundación,75360,42,55.73248407643312
20011,Cesar,Aguachica,132237,42,31.76115610608226
25307,Cundinamarca,Girardot,103831,41,39.48724369407981
19300,Cauca,Guachené,20320,40,196.8503937007874
86320,Putumayo,Orito,38938,39,100.15922748985568
05101,Antioquia,Ciudad Bolívar,27391,39,142.38253440911248
52356,Nariño,Ipiales,121440,38,31.291172595520422
13688,Bolívar,Santa Rosa del Sur,33643,37,109.97830157833725
05120,Antioquia,Cáceres,29159,37,126.89049693062177
76895,Valle del Cauca,Zarzal,43760,37,84.55210237659963
76400,Valle del Cauca,La Unión,34777,36,103.51669206659574
05615,Antioquia,Rionegro,151872,35,23.045722713864308
05031,Antioquia,Amalfi,28716,35,121.88327065050842
05887,Antioquia,Yarumal,41862,35,83.60804548277675
19780,Cauca,Suárez,37158,34,91.50115722051778
05045,Antioquia,Apartadó,124423,33,26.52242752545751
76248,Valle del Cauca,El Cerrito,56819,33,58.07916366004329
52001,Nariño,Pasto,403166,32,7.937177242128553
19110,Cauca,Buenos Aires,33003,32,96.96088234402933
85001,Casanare,Yopal,192468,32,16.626140449321447
44430,La Guajira,Maicao,208965,32,15.313569258009716
05040,Antioquia,Anorí,20688,32,154.67904098994586
05756,Antioquia,Sonsón,36144,30,83.00132802124834
68307,Santander,Girón,175000,30,17.142857142857142
81001,Arauca,Arauca,90619,30,33.10564009755129
13430,Bolívar,Magangué,149065,29,19.454600342132625
54810,Norte de Santander,Tibú,67062,29,43.243565655661925
05642,Antioquia,Salgar,18915,29,153.31747290510177
05790,Antioquia,Tarazá,29027,29,99.90698315361558
05250,Antioquia,El Bagre,55742,29,52.02540274837644
54498,Norte de Santander,Ocaña,136427,28,20.523796609175605
73268,Tolima,Espinal,71777,27,37.61650668041295
86571,Putumayo,Puerto Guzmán,41134,27,65.63913064618077
17001,Caldas,Manizales,467681,27,5.773165897267582
68547,Santander,Piedecuesta,189863,26,13.694084682112893
13670,Bolívar,San Pablo,29026,26,89.57486391511058
13836,Bolívar,Turbaco,124939,26,20.810155355813638
05847,Antioquia,Urrao,31776,26,81.82275931520645
76823,Valle del Cauca,Toro,14973,26,173.6458959460362
13244,Bolívar,El Carmen de Bolívar,76463,26,34.00337418097642
44090,La Guajira,Dibulla,48596,25,51.44456333854639
88001,"Archipiélago de San Andrés, Providencia y Santa Catalina",San Andrés,56965,25,43.88659703326604
19845,Cauca,Villa Rica,23298,25,107.30534809854923
05837,Antioquia,Turbo,130019,25,19.227958990609064
19821,Cauca,Toribío,39282,25,63.6423807341785
23466,Córdoba,Montelíbano,87467,25,28.58220814707261
76100,Valle del Cauca,Bolívar,16071,25,155.55970381432394
25269,Cundinamarca,Facatativá,161874,24,14.826346417584046
05854,Antioquia,Valdivia,14927,24,160.7824747102566
19130,Cauca,Cajibío,45786,24,52.4177696239025
18001,Caquetá,Florencia,184170,23,12.48846174729869
19256,Cauca,El Tambo,57546,23,39.96802557953637
15572,Boyacá,Puerto Boyacá,47787,23,48.130244627199865
76736,Valle del Cauca,Sevilla,43923,23,52.364364911322085
41359,Huila,Isnos,26521,23,86.72372836620038
86865,Putumayo,Valle del Guamuez,34604,23,66.46630447347128
76318,Valle del Cauca,Guacarí,34561,23,66.54900031827783
76828,Valle del Cauca,Trujillo,19948,23,115.29977942650892
63470,Quindío,Montenegro,37530,22,58.61977084998667
19455,Cauca,Miranda,32570,22,67.54682222904513
54261,Norte de Santander,El Zulia,31482,22,69.88120195667365
41020,Huila,Algeciras,22769,22,96.6226009047389
19473,Cauca,Morales,44523,22,49.41266311793905
76622,Valle del Cauca,Roldanillo,38443,22,57.22758369534115
20013,Cesar,Agustín Codazzi,67850,22,32.42446573323508
52540,Nariño,Policarpa,9905,22,222.1100454316002
41396,Huila,La Plata,67536,21,31.094527363184078
91001,Amazonas,Leticia,53059,21,39.578582332874724
17380,Caldas,La Dorada,72044,21,29.14885347842985
08573,Atlántico,Puerto Colombia,62582,21,33.55597456137547
54003,Norte de Santander,Ábrego,35875,21,58.536585365853654
76233,Valle del Cauca,Dagua,57738,21,36.371194014340645
05212,Antioquia,Copacabana,89546,20,22.33488933062337
05209,Antioquia,Concordia,22182,20,90.16319538364439
13052,Bolívar,Arjona,73374,20,27.257611688063893
19142,Cauca,Caloto,31061,20,64.38942725604456
18753,Caquetá,San Vicente del Caguán,52473,20,38.11484001295905
73275,Tolima,Flandes,29056,20,68.83259911894274
25473,Cundinamarca,Mosquera,173675,20,11.515762199510581
66682,Risaralda,Santa Rosa de Cabal,83030,20,24.087679152113694
70708,Sucre,San Marcos,64076,20,31.212934640114863
05034,Antioquia,Andes,45212,20,44.236043528266826
20238,Cesar,El Copey,34776,19,54.63538072233724
41006,Huila,Acevedo,25976,19,73.14444102248228
81736,Arauca,Saravena,58996,19,32.205573259204016
52786,Nariño,Taminango,18398,19,103.27209479291228
63130,Quindío,Calarcá,74545,19,25.487960292440807
05579,Antioquia,Puerto Berrío,39164,19,48.51394137473189
05148,Antioquia,El Carmen de Viboral,68325,19,27.808269301134285
41298,Huila,Garzón,76079,18,23.659616977089605
05318,Antioquia,Guarne,64068,18,28.095148904289193
05893,Antioquia,Yondó,21677,18,83.0373206624533
18610,Caquetá,San José del Fragua,13229,18,136.06470632700885
47245,Magdalena,El Banco,75024,18,23.99232245681382
13744,Bolívar,Simití,18510,18,97.24473257698541
27361,Chocó,Istmina,35215,18,51.11458185432345
52079,Nariño,Barbacoas,63548,18,28.325045634795746
47053,Magdalena,Aracataca,44403,18,40.537801499898656
52612,Nariño,Ricaurte,22530,17,75.4549489569463
17174,Caldas,Chinchiná,51007,17,33.328758797812064
63594,Quindío,Quimbaya,31400,17,54.140127388535035
50313,Meta,Granada,73899,17,23.004370830457788
19450,Cauca,Mercaderes,25765,17,65.98098195226082
19137,Cauca,Caldono,43991,17,38.64426814575708
08638,Atlántico,Sabanalarga,103909,17,16.360469256753507
76020,Valle del Cauca,Alcalá,14381,17,118.21152910089702
19743,Cauca,Silvia,39887,17,42.6204026374508
20060,Cesar,Bosconia,47690,17,35.64688613965192
47570,Magdalena,Puebloviejo,34162,17,49.7628944441192
05440,Antioquia,Marinilla,73095,16,21.889322115055748
19548,Cauca,Piendamó - Tunía,42676,16,37.491798669041145
76122,Valle del Cauca,Caicedonia,30115,16,53.12966959986718
05129,Antioquia,Caldas,88316,16,18.116762534535077
47745,Magdalena,Sitionuevo,28889,16,55.3844023676832
05172,Antioquia,Chigorodó,56758,16,28.189858698333275
68575,Santander,Puerto Wilches,36099,16,44.32255741156265
41132,Huila,Campoalegre,31873,16,50.19922818686663
20178,Cesar,Chiriguaná,32424,16,49.34616333580064
47551,Magdalena,Pivijay,40406,16,39.59807949314459
25290,Cundinamarca,Fusagasugá,156943,16,10.194784093588119
95001,Guaviare,San José del Guaviare,54315,16,29.45779250667403
50568,Meta,Puerto Gaitán,53006,16,30.185262045806137
05079,Antioquia,Barbosa,62506,16,25.597542635906954
05091,Antioquia,Betania,10758,16,148.72652909462724
25899,Cundinamarca,Zipaquirá,163372,16,9.793599882476801
73283,Tolima,Fresno,31821,16,50.28126080261463
63401,Quindío,La Tebaida,33885,15,44.26737494466578
70215,Sucre,Corozal,76816,15,19.52718183711727
19075,Cauca,Balboa,22220,15,67.50675067506751
05360,Antioquia,Itagüí,302075,15,4.965654224944137
19517,Cauca,Páez,52403,15,28.62431540178997
76243,Valle del Cauca,El Águila,9210,15,162.86644951140065
23162,Córdoba,Cereté,119389,15,12.563971555168399
41770,Huila,Suaza,25611,15,58.56858381164344
76497,Valle del Cauca,Obando,12572,14,111.35857461024499
15759,Boyacá,Sogamoso,136725,14,10.239531907112818
23417,Córdoba,Lorica,120346,14,11.633124491050804
76036,Valle del Cauca,Andalucía,24590,14,56.933712891419276
47268,Magdalena,El Retén,21274,14,65.8080285794867
19100,Cauca,Bolívar,38005,14,36.8372582554927
05361,Antioquia,Ituango,29342,14,47.71317565264808
73443,Tolima,Mariquita,40114,14,34.90053347958319
05576,Antioquia,Pueblorrico,9040,14,154.86725663716814
17524,Caldas,Palestina,16059,13,80.95149137555265
50573,Meta,Puerto López,32222,13,40.34510582831606
66687,Risaralda,Santuario,13026,13,99.8003992015968
73624,Tolima,Rovira,22305,13,58.28289621161174
08296,Atlántico,Galapa,69030,13,18.832391713747647
68190,Santander,Cimitarra,33782,13,38.48203185128175
76890,Valle del Cauca,Yotoco,16743,13,77.64438869975511
05809,Antioquia,Titiribí,11449,13,113.54703467551751
05308,Antioquia,Girardota,60604,13,21.45072932479704
05647,Antioquia,San Andrés de Cuerquía,7406,13,175.53335133675398
76113,Valle del Cauca,Bugalagrande,25391,12,47.26084045527943
20621,Cesar,La Paz,32751,12,36.64010259228726
27787,Chocó,Tadó,19134,12,62.71558482282847
05895,Antioquia,Zaragoza,26532,12,45.22840343735866
05819,Antioquia,Toledo,4867,12,246.55845490034932
13873,Bolívar,Villanueva,28802,12,41.66377334907298
